scenario,policy,scenario_seed,requests,delivered,on_time,rejected,travel_ticks,total_delay,reward,unfinished,on_time_rate,completion_rate,mean_delay,travel_per_delivery
standard,nearest,100067,16,12,4,4,46,42,42.5,0,0.25,0.75,3.5,3.8333333333333335
standard,nearest,100068,15,15,15,0,41,0,135.65000000000012,0,1.0,1.0,0.0,2.7333333333333334
standard,nearest,100069,14,12,8,0,48,10,76.00000000000006,2,0.5714285714285714,0.8571428571428571,0.8333333333333334,4.0
standard,nearest,100070,12,12,12,0,40,0,106.00000000000006,0,1.0,1.0,0.0,3.3333333333333335
standard,nearest,100071,17,16,15,1,42,1,136.60000000000005,0,0.8823529411764706,0.9411764705882353,0.0625,2.625
standard,nearest,100072,20,14,9,6,47,17,63.64999999999998,0,0.45,0.7,1.2142857142857142,3.357142857142857
standard,nearest,100073,15,14,14,1,40,0,118.00000000000003,0,0.9333333333333333,0.9333333333333333,0.0,2.857142857142857
standard,nearest,100074,18,16,13,2,46,9,121.60000000000008,0,0.7222222222222222,0.8888888888888888,0.5625,2.875
standard,nearest,100075,17,17,11,0,48,7,148.30000000000007,0,0.6470588235294118,1.0,0.4117647058823529,2.823529411764706
standard,nearest,100076,17,14,10,3,48,20,85.20000000000005,0,0.5882352941176471,0.8235294117647058,1.4285714285714286,3.4285714285714284
standard,nearest,100077,19,19,19,0,47,0,173.55000000000015,0,1.0,1.0,0.0,2.473684210526316
standard,nearest,100078,12,12,11,0,40,3,103.90000000000003,0,0.9166666666666666,1.0,0.25,3.3333333333333335
standard,nearest,100079,13,13,12,0,46,2,112.50000000000006,0,0.9230769230769231,1.0,0.15384615384615385,3.5384615384615383
standard,nearest,100080,11,11,11,0,46,0,93.90000000000006,0,1.0,1.0,0.0,4.181818181818182
standard,nearest,100081,15,13,10,1,48,7,90.90000000000008,1,0.6666666666666666,0.8666666666666667,0.5384615384615384,3.6923076923076925
standard,nearest,100082,18,16,14,2,46,6,123.70000000000007,0,0.7777777777777778,0.8888888888888888,0.375,2.875
standard,nearest,100083,12,12,11,0,40,2,104.60000000000005,0,0.9166666666666666,1.0,0.16666666666666666,3.3333333333333335
standard,nearest,100084,18,16,16,2,41,0,129.6500000000001,0,0.8888888888888888,0.8888888888888888,0.0,2.5625
standard,nearest,100085,17,14,10,3,46,14,90.10000000000004,0,0.5882352941176471,0.8235294117647058,1.0,3.2857142857142856
standard,nearest,100086,16,15,12,1,48,5,121.70000000000006,0,0.75,0.9375,0.3333333333333333,3.2
standard,nearest,100087,12,12,12,0,37,0,107.05000000000004,0,1.0,1.0,0.0,3.0833333333333335
standard,nearest,100088,13,13,13,0,38,0,116.7000000000001,0,1.0,1.0,0.0,2.923076923076923
standard,nearest,100089,16,16,16,0,45,0,144.25000000000014,0,1.0,1.0,0.0,2.8125
standard,nearest,100090,20,15,10,4,48,24,73.60000000000008,1,0.5,0.75,1.6,3.2
standard,nearest,100091,17,15,7,2,48,20,103.20000000000005,0,0.4117647058823529,0.8823529411764706,1.3333333333333333,3.2
standard,nearest,100092,13,12,9,0,48,13,85.40000000000006,1,0.6923076923076923,0.9230769230769231,1.0833333333333333,4.0
standard,nearest,100093,10,10,10,0,39,0,86.35000000000005,0,1.0,1.0,0.0,3.9
standard,nearest,100094,12,12,8,0,48,19,89.90000000000003,0,0.6666666666666666,1.0,1.5833333333333333,4.0
standard,nearest,100095,13,13,11,0,42,9,109.00000000000006,0,0.8461538461538461,1.0,0.6923076923076923,3.230769230769231
standard,nearest,100096,18,15,9,3,40,13,102.90000000000003,0,0.5,0.8333333333333334,0.8666666666666667,2.6666666666666665
standard,nearest,100097,16,15,14,1,45,1,125.55000000000007,0,0.875,0.9375,0.06666666666666667,3.0
standard,nearest,100098,16,14,14,2,43,0,108.95000000000005,0,0.875,0.875,0.0,3.0714285714285716
standard,nearest,100099,12,12,12,0,35,0,107.75000000000003,0,1.0,1.0,0.0,2.9166666666666665
standard,nearest,100100,18,14,6,4,46,27,73.00000000000006,0,0.3333333333333333,0.7777777777777778,1.9285714285714286,3.2857142857142856
standard,nearest,100101,12,12,11,0,36,2,106.0,0,0.9166666666666666,1.0,0.16666666666666666,3.0
standard,nearest,100102,18,13,9,4,48,17,60.60000000000002,1,0.5,0.7222222222222222,1.3076923076923077,3.6923076923076925
standard,nearest,100103,15,15,14,0,48,1,132.50000000000009,0,0.9333333333333333,1.0,0.06666666666666667,3.2
standard,nearest,100104,15,13,11,2,48,10,90.20000000000006,0,0.7333333333333333,0.8666666666666667,0.7692307692307693,3.6923076923076925
standard,nearest,100105,12,12,11,0,40,1,105.30000000000008,0,0.9166666666666666,1.0,0.08333333333333333,3.3333333333333335
standard,nearest,100106,18,16,12,2,48,12,118.8000000000001,0,0.6666666666666666,0.8888888888888888,0.75,3.0
standard,nearest,100107,17,13,7,4,46,22,66.50000000000001,0,0.4117647058823529,0.7647058823529411,1.6923076923076923,3.5384615384615383
standard,nearest,100108,11,11,11,0,41,0,95.65000000000006,0,1.0,1.0,0.0,3.727272727272727
standard,nearest,100109,12,12,12,0,41,0,105.65000000000003,0,1.0,1.0,0.0,3.4166666666666665
standard,nearest,100110,9,9,9,0,35,0,77.75000000000003,0,1.0,1.0,0.0,3.888888888888889
standard,nearest,100111,12,12,12,0,41,0,105.65000000000009,0,1.0,1.0,0.0,3.4166666666666665
standard,nearest,100112,11,11,11,0,38,0,96.70000000000002,0,1.0,1.0,0.0,3.4545454545454546
standard,nearest,100113,17,14,10,2,48,17,87.30000000000008,1,0.5882352941176471,0.8235294117647058,1.2142857142857142,3.4285714285714284
standard,nearest,100114,15,13,12,1,48,3,94.40000000000009,1,0.8,0.8666666666666667,0.23076923076923078,3.6923076923076925
standard,nearest,100115,12,12,12,0,41,0,105.65000000000006,0,1.0,1.0,0.0,3.4166666666666665
standard,nearest,100116,19,15,14,2,48,5,94.90000000000003,2,0.7368421052631579,0.7894736842105263,0.3333333333333333,3.2
standard,nearest,100117,15,13,11,1,48,6,93.00000000000006,1,0.7333333333333333,0.8666666666666667,0.46153846153846156,3.6923076923076925
standard,nearest,100118,11,11,11,0,38,0,96.70000000000002,0,1.0,1.0,0.0,3.4545454545454546
standard,nearest,100119,18,14,10,3,48,15,75.10000000000002,1,0.5555555555555556,0.7777777777777778,1.0714285714285714,3.4285714285714284
standard,nearest,100120,7,7,7,0,30,0,59.49999999999997,0,1.0,1.0,0.0,4.285714285714286
standard,nearest,100121,18,16,13,2,40,6,125.80000000000007,0,0.7222222222222222,0.8888888888888888,0.375,2.5
standard,nearest,100122,14,14,11,0,44,9,118.30000000000004,0,0.7857142857142857,1.0,0.6428571428571429,3.142857142857143
standard,nearest,100123,16,15,15,1,41,0,127.65000000000012,0,0.9375,0.9375,0.0,2.7333333333333334
standard,nearest,100124,20,15,11,5,48,12,84.80000000000004,0,0.55,0.75,0.8,3.2
standard,nearest,100125,15,14,13,1,43,2,115.55000000000004,0,0.8666666666666667,0.9333333333333333,0.14285714285714285,3.0714285714285716
standard,nearest,100126,18,16,10,2,46,13,118.8000000000001,0,0.5555555555555556,0.8888888888888888,0.8125,2.875
standard,nearest,100127,15,13,9,2,45,15,87.75000000000003,0,0.6,0.8666666666666667,1.1538461538461537,3.4615384615384617
standard,nearest,100128,15,14,13,0,48,1,114.5000000000001,1,0.8666666666666667,0.9333333333333333,0.07142857142857142,3.4285714285714284
standard,nearest,100129,16,14,8,2,46,15,97.40000000000005,0,0.5,0.875,1.0714285714285714,3.2857142857142856
standard,nearest,100130,18,14,10,3,48,15,78.60000000000005,1,0.5555555555555556,0.7777777777777778,1.0714285714285714,3.4285714285714284
standard,nearest,100131,15,15,11,0,45,13,125.15000000000008,0,0.7333333333333333,1.0,0.8666666666666667,3.0
standard,nearest,100132,19,15,11,4,45,13,93.15000000000003,0,0.5789473684210527,0.7894736842105263,0.8666666666666667,3.0
standard,nearest,100133,15,13,9,1,48,15,86.70000000000006,1,0.6,0.8666666666666667,1.1538461538461537,3.6923076923076925
standard,nearest,100134,12,12,9,0,41,9,99.35000000000008,0,0.75,1.0,0.75,3.4166666666666665
standard,nearest,100135,9,9,8,0,34,3,75.99999999999999,0,0.8888888888888888,1.0,0.3333333333333333,3.7777777777777777
standard,nearest,100136,12,12,11,0,44,3,102.50000000000006,0,0.9166666666666666,1.0,0.25,3.6666666666666665
standard,nearest,100137,16,16,16,0,45,0,144.25000000000009,0,1.0,1.0,0.0,2.8125
standard,nearest,100138,9,9,8,0,37,3,74.94999999999999,0,0.8888888888888888,1.0,0.3333333333333333,4.111111111111111
standard,nearest,100139,12,12,12,0,47,0,103.55000000000005,0,1.0,1.0,0.0,3.9166666666666665
standard,nearest,100140,11,11,9,0,46,5,90.40000000000003,0,0.8181818181818182,1.0,0.45454545454545453,4.181818181818182
standard,nearest,100141,14,13,10,1,47,6,101.35000000000008,0,0.7142857142857143,0.9285714285714286,0.46153846153846156,3.6153846153846154
standard,nearest,100142,13,12,10,0,48,6,86.10000000000004,1,0.7692307692307693,0.9230769230769231,0.5,4.0
standard,nearest,100143,17,15,11,2,48,8,111.6000000000001,0,0.6470588235294118,0.8823529411764706,0.5333333333333333,3.2
standard,nearest,100144,12,12,12,0,39,0,106.35000000000005,0,1.0,1.0,0.0,3.25
standard,nearest,100145,11,11,11,0,39,0,96.35,0,1.0,1.0,0.0,3.5454545454545454
standard,nearest,100146,15,15,14,0,44,2,133.2000000000001,0,0.9333333333333333,1.0,0.13333333333333333,2.933333333333333
standard,nearest,100147,15,15,15,0,42,0,135.3000000000001,0,1.0,1.0,0.0,2.8
standard,nearest,100148,15,14,11,1,48,6,111.00000000000004,0,0.7333333333333333,0.9333333333333333,0.42857142857142855,3.4285714285714284
standard,nearest,100149,13,13,11,0,39,4,113.55000000000004,0,0.8461538461538461,1.0,0.3076923076923077,3.0
standard,nearest,100150,11,11,9,0,35,8,92.15000000000005,0,0.8181818181818182,1.0,0.7272727272727273,3.1818181818181817
standard,nearest,100151,17,15,10,2,44,16,107.40000000000006,0,0.5882352941176471,0.8823529411764706,1.0666666666666667,2.933333333333333
standard,nearest,100152,13,13,11,0,43,2,113.55000000000004,0,0.8461538461538461,1.0,0.15384615384615385,3.3076923076923075
standard,nearest,100153,11,11,11,0,40,0,96.00000000000006,0,1.0,1.0,0.0,3.6363636363636362
standard,nearest,100154,15,14,14,1,40,0,118.00000000000006,0,0.9333333333333333,0.9333333333333333,0.0,2.857142857142857
standard,nearest,100155,14,13,8,0,48,13,93.30000000000003,1,0.5714285714285714,0.9285714285714286,1.0,3.6923076923076925
standard,nearest,100156,12,12,10,0,45,11,96.55000000000003,0,0.8333333333333334,1.0,0.9166666666666666,3.75
standard,nearest,100157,17,15,11,2,48,14,107.40000000000009,0,0.6470588235294118,0.8823529411764706,0.9333333333333333,3.2
standard,nearest,100158,15,13,10,2,43,21,84.25,0,0.6666666666666666,0.8666666666666667,1.6153846153846154,3.3076923076923075
standard,nearest,100159,17,16,14,1,48,6,131.0000000000001,0,0.8235294117647058,0.9411764705882353,0.375,3.0
standard,nearest,100160,12,12,10,0,48,14,93.40000000000006,0,0.8333333333333334,1.0,1.1666666666666667,4.0
standard,nearest,100161,19,14,11,5,48,13,74.10000000000002,0,0.5789473684210527,0.7368421052631579,0.9285714285714286,3.4285714285714284
standard,nearest,100162,16,14,12,2,41,4,106.85000000000002,0,0.75,0.875,0.2857142857142857,2.9285714285714284
standard,nearest,100163,15,15,15,0,46,0,133.9000000000001,0,1.0,1.0,0.0,3.066666666666667
standard,nearest,100164,11,11,11,0,39,0,96.35000000000002,0,1.0,1.0,0.0,3.5454545454545454
standard,nearest,100165,15,14,14,1,37,0,119.05000000000007,0,0.9333333333333333,0.9333333333333333,0.0,2.642857142857143
standard,nearest,100166,13,13,13,0,40,0,116.00000000000006,0,1.0,1.0,0.0,3.076923076923077
standard,nearest,100167,13,13,13,0,43,0,114.95000000000005,0,1.0,1.0,0.0,3.3076923076923075
standard,nearest,100168,8,8,8,0,33,0,68.44999999999999,0,1.0,1.0,0.0,4.125
standard,nearest,100169,14,14,14,0,44,0,124.60000000000011,0,1.0,1.0,0.0,3.142857142857143
standard,nearest,100170,13,13,12,0,38,1,116.00000000000003,0,0.9230769230769231,1.0,0.07692307692307693,2.923076923076923
standard,nearest,100171,17,15,13,2,42,11,111.60000000000005,0,0.7647058823529411,0.8823529411764706,0.7333333333333333,2.8
standard,nearest,100172,14,13,11,1,45,2,104.85000000000002,0,0.7857142857142857,0.9285714285714286,0.15384615384615385,3.4615384615384617
standard,nearest,100173,15,14,14,0,48,0,115.2000000000001,1,0.9333333333333333,0.9333333333333333,0.0,3.4285714285714284
standard,nearest,100174,14,14,14,0,42,0,125.3000000000001,0,1.0,1.0,0.0,3.0
standard,nearest,100175,12,12,12,0,41,0,105.65000000000006,0,1.0,1.0,0.0,3.4166666666666665
standard,nearest,100176,15,15,14,0,48,6,129.00000000000009,0,0.9333333333333333,1.0,0.4,3.2
standard,nearest,100177,17,14,9,3,45,18,87.65000000000002,0,0.5294117647058824,0.8235294117647058,1.2857142857142858,3.2142857142857144
standard,nearest,100178,12,12,12,0,38,0,106.70000000000005,0,1.0,1.0,0.0,3.1666666666666665
standard,nearest,100179,14,13,8,1,44,20,92.60000000000004,0,0.5714285714285714,0.9285714285714286,1.5384615384615385,3.3846153846153846
standard,nearest,100180,11,10,10,0,38,0,75.20000000000003,1,0.9090909090909091,0.9090909090909091,0.0,3.8
standard,nearest,100181,16,15,14,1,43,2,125.5500000000001,0,0.875,0.9375,0.13333333333333333,2.8666666666666667
standard,nearest,100182,17,16,16,1,39,0,138.35000000000008,0,0.9411764705882353,0.9411764705882353,0.0,2.4375
standard,nearest,100183,18,15,15,3,44,0,110.60000000000002,0,0.8333333333333334,0.8333333333333334,0.0,2.933333333333333
standard,nearest,100184,11,11,11,0,44,0,94.60000000000005,0,1.0,1.0,0.0,4.0
standard,nearest,100185,14,14,13,0,43,1,124.25000000000009,0,0.9285714285714286,1.0,0.07142857142857142,3.0714285714285716
standard,nearest,100186,13,13,13,0,43,0,114.95000000000007,0,1.0,1.0,0.0,3.3076923076923075
standard,nearest,100187,8,8,8,0,38,0,66.69999999999999,0,1.0,1.0,0.0,4.75
standard,nearest,100188,10,10,10,0,40,0,86.00000000000003,0,1.0,1.0,0.0,4.0
standard,nearest,100189,12,11,11,1,48,0,85.20000000000002,0,0.9166666666666666,0.9166666666666666,0.0,4.363636363636363
standard,nearest,100190,18,14,9,4,46,14,82.10000000000004,0,0.5,0.7777777777777778,1.0,3.2857142857142856
standard,nearest,100191,16,14,9,2,48,16,96.00000000000003,0,0.5625,0.875,1.1428571428571428,3.4285714285714284
standard,nearest,100192,13,13,12,0,43,5,111.45000000000009,0,0.9230769230769231,1.0,0.38461538461538464,3.3076923076923075
standard,nearest,100193,10,10,10,0,42,0,85.30000000000004,0,1.0,1.0,0.0,4.2
standard,nearest,100194,15,13,10,2,41,12,91.25000000000009,0,0.6666666666666666,0.8666666666666667,0.9230769230769231,3.1538461538461537
standard,nearest,100195,15,14,11,1,45,4,113.45000000000007,0,0.7333333333333333,0.9333333333333333,0.2857142857142857,3.2142857142857144
standard,nearest,100196,12,11,7,1,46,11,78.20000000000002,0,0.5833333333333334,0.9166666666666666,1.0,4.181818181818182
standard,nearest,100197,15,14,10,1,47,11,107.85000000000008,0,0.6666666666666666,0.9333333333333333,0.7857142857142857,3.357142857142857
standard,nearest,100198,16,15,13,1,48,4,122.40000000000008,0,0.8125,0.9375,0.26666666666666666,3.2
standard,nearest,100199,12,12,12,0,40,0,106.00000000000003,0,1.0,1.0,0.0,3.3333333333333335
standard,nearest,100200,14,12,8,0,48,10,76.00000000000003,2,0.5714285714285714,0.8571428571428571,0.8333333333333334,4.0
standard,nearest,100201,19,15,10,4,42,5,99.80000000000004,0,0.5263157894736842,0.7894736842105263,0.3333333333333333,2.8
standard,nearest,100202,16,15,13,1,48,2,123.80000000000007,0,0.8125,0.9375,0.13333333333333333,3.2
standard,nearest,100203,16,16,13,0,47,5,140.0500000000001,0,0.8125,1.0,0.3125,2.9375
standard,nearest,100204,16,13,10,3,38,11,85.00000000000003,0,0.625,0.8125,0.8461538461538461,2.923076923076923
standard,nearest,100205,14,14,14,0,41,0,125.65000000000006,0,1.0,1.0,0.0,2.9285714285714284
standard,nearest,100206,17,15,12,2,46,8,112.30000000000005,0,0.7058823529411765,0.8823529411764706,0.5333333333333333,3.066666666666667
standard,nearest,100207,14,12,9,2,38,8,85.1,0,0.6428571428571429,0.8571428571428571,0.6666666666666666,3.1666666666666665
standard,nearest,100208,16,15,12,1,46,9,119.60000000000007,0,0.75,0.9375,0.6,3.066666666666667
standard,nearest,100209,22,16,13,5,48,9,86.10000000000002,1,0.5909090909090909,0.7272727272727273,0.5625,3.0
standard,nearest,100210,17,13,10,3,48,19,66.49999999999999,1,0.5882352941176471,0.7647058823529411,1.4615384615384615,3.6923076923076925
standard,nearest,100211,12,12,12,0,39,0,106.35000000000005,0,1.0,1.0,0.0,3.25
standard,nearest,100212,15,13,10,2,41,16,88.45000000000005,0,0.6666666666666666,0.8666666666666667,1.2307692307692308,3.1538461538461537
standard,nearest,100213,12,12,11,0,41,1,104.95000000000003,0,0.9166666666666666,1.0,0.08333333333333333,3.4166666666666665
standard,nearest,100214,16,15,13,0,48,2,123.8000000000001,1,0.8125,0.9375,0.13333333333333333,3.2
standard,nearest,100215,15,15,14,0,48,2,131.8000000000001,0,0.9333333333333333,1.0,0.13333333333333333,3.2
standard,nearest,100216,12,12,11,0,47,2,102.15000000000005,0,0.9166666666666666,1.0,0.16666666666666666,3.9166666666666665
standard,nearest,100217,14,14,13,0,46,2,122.50000000000006,0,0.9285714285714286,1.0,0.14285714285714285,3.2857142857142856
standard,nearest,100218,15,12,5,3,45,39,52.95,0,0.3333333333333333,0.8,3.25,3.75
standard,nearest,100219,9,9,8,0,36,1,76.70000000000002,0,0.8888888888888888,1.0,0.1111111111111111,4.0
standard,nearest,100220,10,10,9,0,37,2,85.65,0,0.9,1.0,0.2,3.7
standard,nearest,100221,17,14,12,3,41,2,100.25000000000001,0,0.7058823529411765,0.8235294117647058,0.14285714285714285,2.9285714285714284
standard,nearest,100222,13,13,12,0,41,1,114.95000000000005,0,0.9230769230769231,1.0,0.07692307692307693,3.1538461538461537
standard,nearest,100223,13,13,13,0,40,0,116.00000000000009,0,1.0,1.0,0.0,3.076923076923077
standard,nearest,100224,18,13,7,4,48,36,47.30000000000002,1,0.3888888888888889,0.7222222222222222,2.769230769230769,3.6923076923076925
standard,nearest,100225,19,13,6,6,45,34,42.45,0,0.3157894736842105,0.6842105263157895,2.6153846153846154,3.4615384615384617
standard,nearest,100226,12,12,11,0,40,6,101.80000000000004,0,0.9166666666666666,1.0,0.5,3.3333333333333335
standard,nearest,100227,13,13,12,0,41,2,114.25000000000003,0,0.9230769230769231,1.0,0.15384615384615385,3.1538461538461537
standard,nearest,100228,11,11,11,0,39,0,96.35000000000002,0,1.0,1.0,0.0,3.5454545454545454
standard,nearest,100229,17,14,8,3,47,19,86.25000000000007,0,0.47058823529411764,0.8235294117647058,1.3571428571428572,3.357142857142857
standard,nearest,100230,16,14,10,2,43,11,101.25000000000003,0,0.625,0.875,0.7857142857142857,3.0714285714285716
standard,nearest,100231,17,12,7,5,42,20,51.29999999999998,0,0.4117647058823529,0.7058823529411765,1.6666666666666667,3.5
standard,nearest,100232,10,10,8,0,41,5,82.15000000000006,0,0.8,1.0,0.5,4.1
standard,nearest,100233,12,11,10,0,48,2,82.40000000000003,1,0.8333333333333334,0.9166666666666666,0.18181818181818182,4.363636363636363
